Delivery_person_Age,Delivery_person_Ratings,Order_Date,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Distance_km,Is_Weekend,Prep_Time_min
22,4.9,2022-02-15,Windy,3,Snack ,motorcycle,1,0,Metropolitian,22,7.720586657032256,0,10.0
36,4.9,2022-03-10,Cloudy,1,Buffet ,scooter,0,0,Metropolitian,34,17.07794943732462,0,5.0
21,4.6,2022-04-01,Windy,2,Drinks ,scooter,1,0,Urban,13,6.080882967594327,0,15.0
32,4.8,2022-03-29,Windy,3,Meal ,motorcycle,1,0,Metropolitian,41,10.564596934158219,0,10.0
21,4.6,2022-04-02,Sandstorms,3,Meal ,motorcycle,1,0,Metropolitian,28,17.13921974225849,1,15.0
37,4.6,2022-02-17,Fog,0,Meal ,scooter,0,0,Urban,15,8.988071540167201,0,5.0
36,4.9,2022-03-16,Windy,0,Buffet ,scooter,1,0,Metropolitian,24,16.72129600980331,0,10.0
21,4.8,2022-03-08,Windy,0,Buffet ,motorcycle,1,0,Urban,16,11.917101549462794,0,10.0
28,4.6,2022-03-24,Cloudy,3,Snack ,scooter,0,0,Metropolitian,21,7.79036212453358,0,15.0
22,4.3,2022-03-14,Fog,1,Drinks ,motorcycle,1,0,Metropolitian,35,13.968990746015168,0,15.0
25,4.7,2022-03-19,Sandstorms,2,Meal ,motorcycle,1,0,Urban,29,6.210069011405746,1,5.0
24,4.3,2022-03-05,Stormy,2,Buffet ,motorcycle,0,0,Metropolitian,37,6.037529176542177,1,10.0
38,4.7,2022-03-13,Sunny,3,Buffet ,scooter,1,0,Urban,16,4.674295333360666,1,5.0
33,4.5,2022-04-02,Sunny,3,Drinks ,scooter,0,0,Metropolitian,18,13.407238587856966,1,10.0
30,4.6,2022-03-29,Cloudy,1,Snack ,motorcycle,2,0,Metropolitian,42,19.917359352866207,0,5.0
38,4.9,2022-04-05,Sandstorms,3,Snack ,motorcycle,1,0,Metropolitian,26,9.192881349038215,0,10.0
20,5.0,2022-03-14,Windy,3,Snack ,scooter,0,0,Metropolitian,24,10.867285240714486,0,5.0
34,4.4,2022-04-02,Stormy,1,Snack ,motorcycle,1,0,Metropolitian,42,13.830756172608513,1,5.0
21,4.9,2022-03-25,Stormy,3,Drinks ,scooter,1,0,Metropolitian,21,17.09838855662463,0,5.0
31,4.7,2022-02-16,Sunny,3,Drinks ,electric_scooter,1,0,Urban,20,13.392894243305735,0,15.0
31,4.7,2022-03-23,Cloudy,1,Snack ,motorcycle,1,0,Metropolitian,30,11.917680464391145,0,10.0
21,4.5,2022-03-08,Sandstorms,3,Meal ,scooter,0,0,Metropolitian,25,19.883251553020397,0,15.0
22,4.8,2022-03-04,Sunny,1,Snack ,motorcycle,1,0,Urban,10,14.021812013196106,0,15.0
37,4.4,2022-03-11,Stormy,1,Meal ,motorcycle,1,0,Metropolitian,33,6.122094799492641,0,5.0
25,4.9,2022-03-25,Windy,1,Meal ,motorcycle,0,0,Metropolitian,22,16.824864367093813,0,5.0
36,4.8,2022-03-12,Sandstorms,0,Snack ,scooter,0,0,Metropolitian,19,10.867285240714486,1,10.0
30,4.6,2022-03-30,Windy,3,Meal ,scooter,0,0,Metropolitian,26,7.448086298120235,0,5.0
27,4.8,2022-04-04,Stormy,0,Buffet ,motorcycle,1,0,Urban,15,16.9032932130662,0,5.0
34,4.6,2022-04-03,Cloudy,0,Buffet ,motorcycle,1,0,Metropolitian,19,3.105144913226864,1,15.0
30,4.6,2022-03-14,Stormy,3,Meal ,scooter,1,0,Urban,28,10.602467987619507,0,5.0
28,5.0,2022-03-16,Stormy,3,Snack ,scooter,1,0,Metropolitian,25,13.405971717381743,0,10.0
24,4.7,2022-02-11,Windy,1,Snack ,motorcycle,0,0,Metropolitian,26,4.3955554809074355,0,5.0
23,4.9,2022-03-03,Cloudy,1,Drinks ,motorcycle,1,0,Metropolitian,28,4.657857733630665,0,10.0
35,4.0,2022-03-12,Fog,0,Drinks ,motorcycle,2,0,Metropolitian,37,10.906042243292653,1,15.0
26,4.8,2022-03-31,Sunny,3,Snack ,motorcycle,0,0,Urban,16,16.72146713385881,0,10.0
30,4.8,2022-03-05,Windy,3,Buffet ,motorcycle,1,0,Urban,26,9.08793706801597,1,15.0
29,4.9,2022-02-11,Windy,1,Meal ,motorcycle,0,0,Metropolitian,18,4.406510550372121,0,10.0
34,4.7,2022-03-26,Sunny,0,Buffet ,motorcycle,0,0,Metropolitian,25,7.64537402705469,1,15.0
22,4.8,2022-03-13,Windy,1,Meal ,motorcycle,1,0,Metropolitian,20,9.348206267361391,1,5.0
38,4.6,2022-03-01,Cloudy,0,Drinks ,scooter,1,0,Metropolitian,18,3.105095437473336,0,10.0
34,5.0,2022-03-09,Sandstorms,3,Drinks ,electric_scooter,1,0,Urban,30,4.658009301231346,0,5.0
24,4.9,2022-03-24,Windy,0,Buffet ,motorcycle,0,0,Metropolitian,13,3.116253656338934,0,5.0
24,4.6,2022-03-17,Cloudy,1,Drinks ,scooter,0,0,Urban,13,6.2323920207909005,0,5.0
37,4.8,2022-03-23,Fog,3,Snack ,motorcycle,1,0,Metropolitian,50,10.880935113345313,0,15.0
29,4.8,2022-03-30,Cloudy,2,Buffet ,scooter,1,0,Metropolitian,29,6.217851597564986,0,15.0
37,4.3,2022-03-28,Cloudy,2,Buffet ,motorcycle,1,0,Metropolitian,36,3.104785917529512,0,5.0
37,4.6,2022-03-13,Windy,0,Meal ,electric_scooter,1,0,Metropolitian,22,3.0733972976360437,1,10.0
33,4.8,2022-03-11,Windy,0,Meal ,scooter,1,0,Urban,23,1.4898452333109367,0,10.0
33,4.7,2022-03-21,Fog,2,Meal ,motorcycle,2,0,Metropolitian,33,6.147073151032162,0,5.0
30,4.7,2022-03-01,Cloudy,0,Buffet ,motorcycle,1,0,Metropolitian,26,4.610613705052656,0,5.0
20,4.9,2022-03-08,Stormy,3,Buffet ,motorcycle,1,0,Metropolitian,27,19.975632175541914,0,15.0
27,4.9,2022-03-23,Fog,3,Drinks ,motorcycle,1,0,Urban,47,20.253459166411545,0,5.0
37,4.9,2022-03-26,Stormy,1,Buffet ,scooter,0,0,Metropolitian,29,8.938093974530164,1,15.0
27,4.5,2022-03-02,Sunny,0,Meal ,scooter,0,0,Metropolitian,26,19.762388480864143,0,15.0
31,4.7,2022-03-24,Sandstorms,3,Meal ,motorcycle,1,0,Metropolitian,25,4.657127681974745,0,15.0
29,4.7,2022-03-08,Sandstorms,1,Meal ,scooter,0,0,Metropolitian,22,12.237167878708663,0,9.978688077714173
21,5.0,2022-03-07,Cloudy,0,Buffet ,scooter,1,0,Urban,17,1.5147453171152914,0,10.0
38,4.7,2022-02-18,Windy,0,Buffet ,motorcycle,1,0,Urban,28,10.416963824321584,0,5.0
29,4.7,2022-03-10,Sandstorms,1,Meal ,scooter,1,0,Urban,27,12.116946920849994,0,9.978688077714173
39,4.3,2022-03-23,Stormy,3,Meal ,electric_scooter,1,1,Urban,42,16.601408334261674,0,10.0
34,5.0,2022-02-12,Sunny,1,Drinks ,scooter,1,0,Metropolitian,25,12.483782213901394,1,15.0
26,4.7,2022-03-12,Fog,3,Buffet ,motorcycle,0,0,Metropolitian,42,20.180911382710004,1,10.0
27,4.4,2022-03-21,Sandstorms,0,Snack ,motorcycle,1,0,Urban,18,1.4897768153112216,0,15.0
36,4.1,2022-02-13,Cloudy,2,Buffet ,motorcycle,1,0,Metropolitian,33,5.85987986752675,1,15.0
27,4.7,2022-02-14,Sandstorms,1,Snack ,scooter,1,0,Urban,16,19.042576813838778,0,5.0
29,4.7,2022-03-07,Fog,2,Meal ,motorcycle,0,0,Metropolitian,23,3.1089700084222183,0,9.978688077714173
25,4.9,2022-02-18,Sunny,3,Drinks ,electric_scooter,1,0,Metropolitian,14,16.6486646134817,0,5.0
25,4.6,2022-03-26,Windy,0,Drinks ,scooter,1,0,Metropolitian,10,1.5147941817694572,1,5.0
20,4.6,2022-03-23,Stormy,3,Meal ,scooter,1,0,Urban,16,12.162115936702182,0,5.0
23,4.5,2022-03-06,Stormy,1,Drinks ,electric_scooter,1,0,Metropolitian,25,16.60096646627219,1,15.0
38,4.9,2022-04-04,Sandstorms,1,Buffet ,electric_scooter,1,0,Metropolitian,23,13.785027203355993,0,15.0
36,4.6,2022-03-21,Sunny,2,Drinks ,scooter,1,0,Metropolitian,16,5.958808071070684,0,15.0
33,4.2,2022-04-05,Sandstorms,0,Drinks ,motorcycle,1,0,Metropolitian,23,3.0644871057616703,0,10.0
20,4.9,2022-03-19,Fog,0,Snack ,scooter,0,0,Metropolitian,14,3.0593634547239317,1,15.0
33,5.0,2022-04-01,Sunny,2,Drinks ,scooter,1,0,Metropolitian,18,6.2105896103141776,0,5.0
23,4.6,2022-03-06,Cloudy,0,Meal ,motorcycle,0,0,Metropolitian,26,16.852118690780628,1,10.0
29,4.7,2022-02-16,Fog,3,Meal ,motorcycle,1,0,Metropolitian,42,10.569496921731531,0,9.978688077714173
30,4.8,2022-03-27,Stormy,0,Buffet ,scooter,0,0,Metropolitian,25,10.565155904264532,1,5.0
37,4.8,2022-03-18,Windy,3,Drinks ,motorcycle,2,0,Metropolitian,48,12.073551890748645,0,5.0
21,4.8,2022-04-06,Sunny,1,Drinks ,scooter,1,0,Metropolitian,17,16.72060564152958,0,15.0
39,4.0,2022-04-02,Windy,3,Buffet ,motorcycle,3,0,Metropolitian,54,13.58258356489648,1,15.0
39,4.7,2022-03-10,Windy,0,Buffet ,motorcycle,0,0,Urban,21,13.989249784535353,0,15.0
31,4.5,2022-03-12,Sunny,1,Drinks ,motorcycle,1,0,Metropolitian,26,10.880905305082543,1,5.0
34,5.0,2022-03-06,Sunny,0,Snack ,scooter,0,0,Metropolitian,22,19.91554755152054,1,15.0
31,4.7,2022-03-15,Stormy,0,Snack ,scooter,1,0,Metropolitian,26,7.772430463816821,0,5.0
26,5.0,2022-03-19,Sunny,3,Drinks ,motorcycle,0,0,Urban,14,9.055855161965923,1,15.0
36,5.0,2022-03-04,Sandstorms,3,Meal ,motorcycle,1,0,Metropolitian,27,13.612393202818852,0,15.0
24,4.9,2022-04-01,Stormy,1,Meal ,motorcycle,1,0,Metropolitian,19,4.66331041671685,0,5.0
30,4.6,2022-02-14,Cloudy,1,Drinks ,motorcycle,1,0,Metropolitian,40,20.968415504249993,0,5.0
39,4.2,2022-03-25,Sandstorms,3,Meal ,scooter,1,0,Metropolitian,38,14.022321513257348,0,15.0
20,4.8,2022-03-29,Sunny,1,Meal ,scooter,0,0,Metropolitian,11,13.830084721845328,0,15.0
30,4.8,2022-03-05,Windy,0,Meal ,motorcycle,0,0,Metropolitian,24,7.448379823536196,1,5.0
36,4.6,2022-04-02,Fog,1,Snack ,motorcycle,1,0,Metropolitian,49,10.564409665969963,1,5.0
37,4.8,2022-03-05,Cloudy,3,Buffet ,motorcycle,1,0,Metropolitian,29,7.760937776419092,1,10.0
38,5.0,2022-03-07,Stormy,0,Drinks ,scooter,1,0,Metropolitian,26,1.5525629397903202,0,10.0
39,4.4,2022-03-05,Windy,0,Drinks ,motorcycle,1,0,Urban,26,1.4895293820617894,1,15.0
29,4.5,2022-03-30,Windy,0,Buffet ,electric_scooter,1,0,Urban,13,1.5581369822072066,0,10.0
36,4.9,2022-03-04,Cloudy,3,Drinks ,motorcycle,1,0,Metropolitian,44,10.602589325657691,0,10.0
26,4.5,2022-03-20,Stormy,3,Buffet ,scooter,1,0,Metropolitian,15,20.17791304134863,1,10.0
22,5.0,2022-03-20,Sandstorms,0,Buffet ,motorcycle,0,0,Metropolitian,24,12.463970105023904,1,5.0
38,4.9,2022-03-17,Cloudy,0,Snack ,scooter,0,0,Urban,15,2.9790002034338934,0,10.0
23,4.9,2022-03-08,Sunny,1,Buffet ,motorcycle,0,0,Metropolitian,19,19.68777669417997,0,10.0
30,4.6,2022-03-27,Sandstorms,0,Meal ,motorcycle,1,0,Metropolitian,22,17.138022477115094,1,5.0
30,4.8,2022-02-15,Stormy,1,Snack ,motorcycle,1,0,Metropolitian,25,4.681791331017202,0,10.0
31,4.9,2022-03-19,Windy,2,Buffet ,motorcycle,0,0,Metropolitian,30,6.081091813811516,1,15.0
23,4.8,2022-04-06,Stormy,3,Meal ,scooter,1,0,Urban,28,16.901659094572583,0,5.0
28,4.6,2022-03-15,Stormy,3,Snack ,scooter,0,0,Metropolitian,17,7.790177003822013,0,5.0
34,4.7,2022-03-16,Sunny,0,Snack ,motorcycle,1,0,Metropolitian,30,12.436148456121032,0,10.0
29,4.5,2022-03-01,Fog,0,Meal ,electric_scooter,1,0,Metropolitian,12,4.663439017652667,0,5.0
29,4.7,2022-04-04,Windy,3,Snack ,motorcycle,1,0,Metropolitian,27,20.20634606758301,0,10.0
34,4.8,2022-03-13,Stormy,3,Buffet ,scooter,1,0,Metropolitian,31,8.936297424957562,1,5.0
25,4.7,2022-03-14,Sandstorms,0,Meal ,scooter,1,0,Metropolitian,16,17.074283280249404,0,15.0
27,5.0,2022-03-02,Stormy,1,Buffet ,scooter,1,0,Urban,19,10.756273454297123,0,10.0
20,4.8,2022-04-02,Sunny,0,Buffet ,motorcycle,1,0,Urban,24,19.88997830374344,1,10.0
22,4.6,2022-03-21,Cloudy,1,Drinks ,scooter,1,0,Metropolitian,18,7.660348489150972,0,5.0
31,4.0,2022-03-09,Stormy,1,Drinks ,motorcycle,1,0,Metropolitian,31,6.04975791889521,0,15.0
37,4.8,2022-03-29,Windy,0,Drinks ,motorcycle,1,0,Metropolitian,18,13.828993309155415,0,15.0
29,4.7,2022-03-20,NaN,0,Meal ,scooter,2,0,Metropolitian,39,16.853347148215086,1,9.978688077714173
31,4.7,2022-03-04,Cloudy,1,Snack ,motorcycle,1,0,Metropolitian,40,13.61117180523985,0,10.0
31,4.9,2022-03-24,Stormy,2,Meal ,scooter,1,0,Metropolitian,29,1.5525876685610622,0,10.0
25,4.8,2022-04-04,Windy,3,Drinks ,motorcycle,1,0,Metropolitian,38,13.789707457540985,0,10.0
21,4.6,2022-02-14,Sandstorms,1,Drinks ,motorcycle,1,0,Metropolitian,28,10.594091922122965,0,10.0
29,4.2,2022-03-29,Cloudy,3,Drinks ,motorcycle,1,0,Metropolitian,32,13.405918573024547,0,15.0
39,3.7,2022-03-08,Stormy,3,Meal ,scooter,1,0,Urban,38,12.099096916817196,0,10.0
34,4.9,2022-02-13,Fog,1,Buffet ,scooter,1,0,Metropolitian,17,7.490099871671202,1,5.0
38,4.8,2022-04-06,Stormy,3,Snack ,motorcycle,2,0,Metropolitian,39,17.0767871164594,0,15.0
24,4.7,2022-03-26,Sandstorms,2,Snack ,electric_scooter,0,0,Urban,13,3.109096155702646,1,5.0
25,5.0,2022-04-01,Sunny,3,Meal ,electric_scooter,0,0,Metropolitian,13,4.657857733630665,0,5.0
34,4.8,2022-03-28,Stormy,0,Buffet ,motorcycle,1,0,Urban,22,4.46931202175492,0,15.0
39,4.9,2022-02-15,Sunny,1,Buffet ,scooter,0,0,Urban,17,4.395172855375738,0,5.0
32,4.4,2022-03-16,Cloudy,3,Drinks ,scooter,2,1,Urban,49,20.848074005447355,0,10.0
22,4.5,2022-03-21,Stormy,1,Buffet ,motorcycle,1,0,Metropolitian,27,6.128850978538233,0,5.0
28,4.6,2022-03-23,Windy,1,Drinks ,motorcycle,1,0,Metropolitian,26,13.830084721845328,0,15.0
25,4.7,2022-04-01,Windy,2,Buffet ,motorcycle,0,0,Urban,19,1.5204696675466998,0,10.0
28,4.6,2022-02-12,Sunny,3,Drinks ,motorcycle,1,0,Urban,22,19.08722804529813,1,15.0
27,4.9,2022-03-16,Sandstorms,3,Snack ,scooter,1,0,Urban,21,19.618739348801018,0,5.0
22,4.9,2022-03-30,Sandstorms,3,Meal ,motorcycle,1,0,Urban,23,9.315745361545886,0,5.0
33,4.7,2022-03-17,Cloudy,1,Drinks ,motorcycle,1,0,Metropolitian,29,9.088005113715141,0,10.0
32,4.4,2022-03-20,Windy,3,Buffet ,motorcycle,1,0,Metropolitian,54,16.852572769450653,1,10.0
39,4.8,2022-03-03,Windy,2,Drinks ,scooter,2,0,Metropolitian,33,1.5525629397903202,0,15.0
33,4.6,2022-02-15,Sunny,2,Drinks ,scooter,1,0,Metropolitian,20,2.9847309073623927,0,10.0
24,4.6,2022-03-20,Windy,3,Meal ,electric_scooter,0,0,Urban,19,20.181161774852512,1,10.0
36,4.7,2022-03-20,Windy,1,Buffet ,motorcycle,1,0,Metropolitian,45,10.641495972351702,1,10.0
20,4.5,2022-03-02,Windy,3,Snack ,electric_scooter,1,0,Urban,22,19.617929437389435,0,15.0
36,4.9,2022-03-08,Stormy,0,Drinks ,motorcycle,1,0,Metropolitian,21,12.098699936279859,0,10.0
35,4.1,2022-03-12,Stormy,3,Buffet ,motorcycle,1,0,Metropolitian,40,19.362530001074912,1,10.0
35,4.3,2022-04-05,Stormy,2,Buffet ,motorcycle,1,0,Metropolitian,36,6.128757701629757,0,5.0
29,4.7,2022-03-04,Sunny,1,Snack ,motorcycle,1,0,Metropolitian,27,10.562878909252845,0,15.0
28,3.9,2022-03-17,Sunny,2,Meal ,motorcycle,1,0,Metropolitian,40,1.5147927355664839,0,15.0
28,4.6,2022-02-17,Fog,2,Snack ,motorcycle,0,0,Metropolitian,21,3.121378243248519,0,10.0
34,4.6,2022-02-11,Stormy,0,Meal ,scooter,1,0,Metropolitian,25,1.4923280527588914,0,10.0
28,4.3,2022-03-31,Cloudy,3,Buffet ,scooter,0,0,Metropolitian,44,16.635770753608572,0,5.0
39,4.7,2022-02-14,Sunny,0,Meal ,scooter,0,0,Urban,21,16.41242981107922,0,5.0
39,4.6,2022-02-14,Cloudy,1,Snack ,motorcycle,0,0,Metropolitian,46,12.107331188826926,0,15.0
24,4.9,2022-02-11,Sandstorms,3,Meal ,scooter,1,0,Metropolitian,28,4.541158367023063,0,15.0
29,4.2,2022-04-03,Windy,0,Buffet ,motorcycle,1,0,Metropolitian,21,3.0251533668867396,1,15.0
29,4.7,2022-04-06,Fog,3,Buffet ,motorcycle,1,0,Metropolitian,47,12.25659774869038,0,5.0
36,4.9,2022-03-19,Fog,2,Drinks ,motorcycle,1,0,Metropolitian,29,2.979626144829987,1,15.0
30,4.8,2022-02-14,Windy,0,Snack ,motorcycle,0,0,Urban,20,20.886800025589302,0,15.0
28,4.9,2022-02-11,Sunny,3,Meal ,scooter,0,0,Metropolitian,18,9.363987776579894,0,15.0
37,3.7,2022-03-02,Cloudy,0,Drinks ,scooter,1,0,Metropolitian,39,19.97456846935303,0,5.0
21,4.9,2022-03-30,Fog,1,Meal ,scooter,1,0,Urban,11,4.560740459631507,0,5.0
26,3.4,2022-04-04,Sunny,0,Meal ,scooter,2,0,Urban,41,12.418575637818037,0,5.0
23,4.7,2022-03-31,Cloudy,3,Drinks ,motorcycle,1,0,Metropolitian,37,17.098804215242584,0,10.0
21,4.8,2022-03-20,Windy,3,Drinks ,motorcycle,0,0,Metropolitian,16,12.463888116757749,1,10.0
38,4.8,2022-03-09,Sunny,0,Meal ,motorcycle,1,0,Metropolitian,16,3.1055339788849823,0,5.0
38,4.7,2022-03-03,Stormy,3,Snack ,electric_scooter,1,0,Urban,30,4.674172124263269,0,5.0
26,4.8,2022-03-20,Stormy,3,Snack ,motorcycle,1,0,Metropolitian,37,10.642292301678435,1,10.0
31,4.7,2022-03-15,Cloudy,1,Buffet ,motorcycle,1,0,Metropolitian,17,4.59663204175947,0,10.0
35,4.8,2022-03-07,Sunny,1,Meal ,motorcycle,1,0,Metropolitian,23,6.050438648835732,0,10.0
25,4.7,2022-04-04,Sunny,3,Snack ,motorcycle,0,0,Metropolitian,11,12.465199139446781,0,15.0
27,4.6,2022-03-10,Cloudy,1,Meal ,motorcycle,1,0,Metropolitian,33,13.990192142064847,0,5.0
34,4.5,2022-03-29,Fog,3,Buffet ,motorcycle,2,0,Metropolitian,51,19.688324335752394,0,10.0
26,4.5,2022-03-21,Windy,0,Buffet ,motorcycle,1,0,Metropolitian,22,1.5204709334108633,0,5.0
28,5.0,2022-03-21,Cloudy,1,Drinks ,motorcycle,0,0,Metropolitian,24,6.04999326769204,0,10.0
30,4.5,2022-03-02,Sunny,1,Drinks ,scooter,1,0,Metropolitian,25,17.09752492719776,0,5.0
28,4.7,2022-04-02,Windy,1,Meal ,scooter,1,0,Metropolitian,23,12.25700312192057,1,15.0
26,4.9,2022-03-03,Sunny,2,Snack ,motorcycle,0,0,Metropolitian,17,6.128249797982013,0,10.0
34,4.1,2022-03-28,Windy,3,Meal ,scooter,1,0,Metropolitian,32,9.054052950169499,0,15.0
29,4.7,2022-02-15,Cloudy,2,Drinks ,scooter,1,0,Metropolitian,26,5.992216126442876,0,9.978688077714173
34,4.8,2022-03-30,Fog,2,Drinks ,scooter,0,0,Urban,26,6.12841937845769,0,5.0
20,4.1,2022-03-07,Sunny,2,Snack ,motorcycle,3,0,Metropolitian,46,6.2101379656240985,0,15.0
31,4.6,2022-02-11,Fog,0,Meal ,motorcycle,1,0,Metropolitian,19,4.5296461854158485,0,10.0
32,4.7,2022-03-08,Sandstorms,3,Snack ,motorcycle,2,1,Metropolitian,50,10.905970180191666,0,15.0
28,4.1,2022-03-08,Cloudy,3,Drinks ,motorcycle,1,0,Metropolitian,37,19.914686965545187,0,5.0
29,4.1,2022-02-18,Sunny,3,Meal ,motorcycle,0,0,Metropolitian,33,16.609255559077656,0,5.0
33,4.0,2022-03-13,Sandstorms,0,Snack ,motorcycle,1,0,Metropolitian,32,1.5298253586323256,1,15.0
35,4.6,2022-04-05,Fog,3,Buffet ,motorcycle,0,0,Urban,32,9.314419797615273,0,15.0
34,4.8,2022-02-15,Cloudy,3,Drinks ,motorcycle,1,0,Metropolitian,29,8.952959100099905,0,15.0
24,4.6,2022-03-13,Sunny,0,Buffet ,motorcycle,0,0,Metropolitian,18,9.055361318453961,1,10.0
35,4.7,2022-03-18,Sunny,1,Buffet ,scooter,1,0,Metropolitian,26,13.768718508386597,0,5.0
27,4.8,2022-03-11,Cloudy,0,Drinks ,motorcycle,0,0,Metropolitian,11,3.0405372416448646,0,5.0
23,4.6,2022-03-14,Fog,3,Meal ,motorcycle,1,0,Metropolitian,46,12.099354574706966,0,15.0
31,4.8,2022-03-18,Fog,3,Buffet ,scooter,1,0,Urban,47,16.902909983695867,0,10.0
25,4.5,2022-02-12,Windy,0,Drinks ,motorcycle,1,0,Urban,18,12.107955561823772,1,10.0
29,4.7,2022-03-02,Fog,3,Drinks ,motorcycle,1,0,Metropolitian,36,12.419709768770852,0,9.978688077714173
34,4.9,2022-03-23,Sunny,0,Meal ,scooter,1,0,Metropolitian,15,11.917101549462794,0,10.0
29,4.7,2022-04-04,NaN,0,Snack ,bicycle,0,0,Metropolitian,27,16.902001940859687,0,9.978688077714173
39,4.6,2022-02-18,Cloudy,0,Meal ,scooter,1,0,Metropolitian,26,19.840099821486536,0,10.0
20,4.8,2022-02-17,Stormy,0,Snack ,motorcycle,0,0,Urban,15,2.97659809337445,0,10.0
22,4.9,2022-03-05,Sunny,0,Meal ,scooter,0,0,Metropolitian,17,8.938177476637758,1,5.0
22,4.6,2022-03-24,Fog,1,Drinks ,scooter,0,0,Metropolitian,12,7.601870282547478,0,5.0
37,5.0,2022-03-24,Cloudy,1,Snack ,scooter,0,0,Metropolitian,18,7.683608397233649,0,5.0
31,4.2,2022-04-06,Fog,1,Drinks ,motorcycle,0,0,Metropolitian,34,12.099896960230076,0,5.0
33,4.5,2022-02-16,Sandstorms,3,Meal ,scooter,1,0,Metropolitian,37,13.588974754474428,0,5.0
31,4.5,2022-03-12,Sandstorms,3,Snack ,scooter,1,0,Metropolitian,31,12.257687886802879,1,15.0
38,4.9,2022-03-31,Sunny,3,Buffet ,motorcycle,0,0,Urban,30,10.641495972351702,0,15.0
21,4.9,2022-03-31,Sandstorms,0,Meal ,motorcycle,1,0,Metropolitian,18,13.989916877275611,0,10.0
39,4.6,2022-03-31,Sunny,1,Drinks ,motorcycle,1,0,Metropolitian,22,10.867476143445908,0,15.0
28,4.1,2022-03-14,Stormy,3,Buffet ,motorcycle,1,0,Metropolitian,33,19.761050003538962,0,5.0
22,4.9,2022-02-18,Stormy,3,Meal ,motorcycle,1,0,Urban,17,12.35111871730461,0,10.0
37,4.3,2022-03-07,Cloudy,2,Buffet ,motorcycle,1,0,Metropolitian,32,1.5147927355664839,0,5.0
26,4.9,2022-04-06,Cloudy,3,Buffet ,motorcycle,1,0,Metropolitian,40,16.90314234117986,0,10.0
23,4.2,2022-03-20,Stormy,1,Meal ,motorcycle,0,0,Metropolitian,38,16.818368923732613,1,5.0
31,4.6,2022-04-03,Windy,3,Buffet ,motorcycle,2,0,Urban,42,4.610405794808594,1,15.0
30,4.6,2022-02-13,Windy,0,Buffet ,scooter,1,0,Urban,27,3.087890466832629,1,15.0
26,4.2,2022-03-17,Windy,3,Buffet ,motorcycle,1,0,Metropolitian,37,9.055898607912091,0,15.0
28,4.5,2022-02-18,Sunny,3,Meal ,motorcycle,0,0,Urban,22,11.720182056112947,0,15.0
23,4.3,2022-04-01,Stormy,0,Buffet ,motorcycle,0,0,Metropolitian,26,9.314419797615273,0,5.0
26,4.8,2022-03-16,Stormy,0,Snack ,scooter,0,0,Urban,17,20.25378851608599,0,15.0
21,5.0,2022-03-17,Cloudy,0,Meal ,motorcycle,1,0,Urban,13,1.5580865162468949,0,5.0
29,4.7,2022-02-14,Stormy,1,Drinks ,scooter,1,0,Metropolitian,31,16.606287778359242,0,9.978688077714173
32,4.8,2022-03-15,Sunny,2,Drinks ,motorcycle,1,0,Metropolitian,20,6.146925931738804,0,10.0
29,4.8,2022-03-21,Stormy,3,Meal ,scooter,1,0,Urban,29,4.596534542243907,0,10.0
29,4.1,2022-03-05,Windy,3,Meal ,motorcycle,2,0,Metropolitian,37,7.790158927084966,1,15.0
30,4.8,2022-03-09,Cloudy,3,Buffet ,scooter,1,0,Metropolitian,27,9.326428318803533,0,5.0
26,4.9,2022-03-17,Cloudy,0,Snack ,motorcycle,0,0,Metropolitian,19,1.509479521227172,0,10.0
33,4.8,2022-03-24,Sunny,0,Meal ,motorcycle,1,0,Metropolitian,24,4.656990844808267,0,5.0
29,4.6,2022-03-13,Fog,3,Meal ,electric_scooter,1,0,Urban,27,7.546800541055753,1,5.0
33,4.0,2022-04-02,Fog,1,Snack ,scooter,0,0,Metropolitian,43,10.428102699087153,1,5.0
21,4.5,2022-03-25,Sandstorms,3,Buffet ,motorcycle,0,0,Metropolitian,17,10.42720866042292,0,15.0
20,3.6,2022-03-03,Sunny,2,Meal ,motorcycle,1,0,Metropolitian,48,1.5545437335214782,0,5.0
30,4.6,2022-03-15,Sunny,1,Buffet ,scooter,1,0,Metropolitian,23,7.761768725951356,0,10.0
29,4.7,2022-03-28,Fog,1,Meal ,scooter,1,0,Metropolitian,18,7.450285845946469,0,10.0
29,4.8,2022-03-17,Stormy,3,Meal ,scooter,1,0,Metropolitian,24,4.663344843093785,0,15.0
28,4.6,2022-03-17,Cloudy,1,Snack ,motorcycle,0,0,Metropolitian,23,7.547357671334388,0,5.0
28,4.7,2022-03-15,Windy,2,Buffet ,motorcycle,1,0,Metropolitian,14,6.209442398392529,0,10.0
23,4.9,2022-03-03,Sandstorms,1,Buffet ,motorcycle,1,0,Metropolitian,29,5.960265171500215,0,10.0
27,4.6,2022-02-11,Stormy,0,Drinks ,scooter,0,0,Metropolitian,16,1.488088113715115,0,5.0
25,4.8,2022-03-25,Sunny,3,Snack ,scooter,1,0,Metropolitian,14,10.586595268060288,0,10.0
26,5.0,2022-02-15,Sandstorms,1,Drinks ,motorcycle,1,0,Metropolitian,27,4.476514374571238,0,10.0
